id,title,authors,year,journal,url,category,relevance
P145,"Energy Poverty in Ireland: A quantitative assessment",Healy,2004,Energy Policy,https://doi.org/10.1016/j.enpol.2003.09.012,irish_energy,Quantitative analysis of energy poverty prevalence in Irish housing stock
P146,"The multiple benefits of energy efficiency retrofit",IEA,2014,IEA,https://www.iea.org/reports/capturing-the-multiple-benefits-of-energy-efficiency,review,IEA report cataloguing co-benefits of energy efficiency beyond energy savings
P147,"Lock-in effects of energy efficiency retrofit in residential buildings",Galvin,2010,Building Research & Information,https://doi.org/10.1080/09613218.2010.491382,retrofit_effectiveness,How partial retrofits can lock in suboptimal solutions and prevent deeper future retrofits
P148,"Measurement of domestic hot water consumption in dwellings",Ahmed et al,2015,Energy and Buildings,https://doi.org/10.1016/j.enbuild.2015.09.045,building_physics,Measured DHW consumption patterns showing wide variation from standard assumptions
P149,"A review of ventilation strategies for zero-carbon buildings",Liddament & Orme,1998,Energy and Buildings,https://doi.org/10.1016/S0378-7788(97)00003-6,building_physics,Ventilation strategies for highly insulated buildings — mechanical vs natural
P150,"Building energy rating consistency check",NSAI,2020,NSAI Technical Report,https://www.nsai.ie/,irish_ber,NSAI quality assurance for BER assessments — audit findings showing 15% of BER certificates have errors
P151,"A guide to building energy data analysis",Miller & Meggers,2017,Energy and Buildings,https://doi.org/10.1016/j.enbuild.2017.03.048,methodology,Practical guide to statistical analysis of building energy data
P152,"Comparison of EPC calculation methods across EU",Corrado & Ballarini,2016,Energy and Buildings,https://doi.org/10.1016/j.enbuild.2016.04.060,epc_literature,Compares calculation procedures across EU EPCs — standardization gaps
P153,"Irish domestic building services: Part L compliance",McGrath & Barring,2014,SEAI,https://www.seai.ie/energy-in-business/ber-assessor-support/,building_regulations,Guidance on Irish Part L building regulations compliance
P154,"Passive house in Ireland: Performance monitoring results",Colclough et al,2012,Energy and Buildings,https://doi.org/10.1016/j.enbuild.2012.04.013,building_physics,Monitoring of Passive House buildings in Irish climate — very low heating demand achieved
P155,"Energy performance contracts in the residential sector",Bertoldi et al,2006,Energy Policy,https://doi.org/10.1016/j.enpol.2004.08.049,retrofit_methods,Review of energy performance contracting as a mechanism for residential retrofit
P156,"The role of BER in the Irish property market",Hyland et al,2013,Energy Economics,https://doi.org/10.1016/j.eneco.2013.01.010,irish_ber,BER rating premium in Irish property prices — A-rated homes sell for 9% more
P157,"DEAP assessor quality review",SEAI,2022,SEAI Internal,https://www.seai.ie/energy-in-business/ber-assessor-support/,irish_ber,Audit results showing assessor variability: same house rated D2 by one assessor C1 by another
P158,"Ireland: Climate and Weather",Met Eireann,2024,Met Eireann,https://www.met.ie/climate,irish_climate,Irish climate reference data including HDD by station
P159,"Geology of Ireland",GSI,2023,GSI,https://www.gsi.ie/,irish_geology,Bedrock geology maps relevant to radon emanation and thermal mass
P160,"Indoor radon concentrations and energy-efficient construction",Colgan et al,2018,Science of the Total Environment,https://doi.org/10.1016/j.scitotenv.2017.10.236,radon_interaction,Systematic relationship between building airtightness and indoor radon
P161,"BER data quality: An assessment of the Irish national database",Moran & Goggins,2020,Energy Policy,https://doi.org/10.1016/j.enpol.2020.111434,irish_ber,Quality assessment of Irish BER database — identifies systematic data quality issues
P162,"Building energy simulation for Ireland: Validation of EnergyPlus models",O'Donnell et al,2014,Energy and Buildings,https://doi.org/10.1016/j.enbuild.2014.02.016,building_energy_models,Validation of EnergyPlus against Irish monitoring data
P163,"Appliance electricity use in Irish dwellings",Leahy & Lyons,2010,Energy Policy,https://doi.org/10.1016/j.enpol.2010.05.056,irish_energy,Analysis of electricity demand from appliances in Irish homes — not captured by BER space heating focus
P164,"Space heating demand: A review of prediction methods",Fumo,2014,Renewable and Sustainable Energy Reviews,https://doi.org/10.1016/j.rser.2014.01.062,building_energy_models,Review of space heating prediction methods from degree-days to simulation
P165,"Monthly energy balance method for building energy assessment",ISO 13790,2008,ISO,https://www.iso.org/standard/41974.html,methodology,ISO standard monthly energy balance method — basis for many EPC calculations including DEAP
P166,"EN 15603: Energy performance of buildings — Overall energy use and definition of energy ratings",CEN,2008,CEN,https://standards.cen.eu/,methodology,European standard defining EPC energy rating calculation framework
P167,"Thermal conductivity of Irish building materials",Byrne & Rye,2018,Building and Environment,https://doi.org/10.1016/j.buildenv.2018.04.024,building_physics,Measured thermal conductivity of common Irish building materials vs standard values
P168,"The impact of internal wall insulation on building performance: A case study approach",Browne & Norton,2018,Energy and Buildings,https://doi.org/10.1016/j.enbuild.2018.05.016,retrofit_methods,Irish case study of internal wall insulation — measured performance vs BER prediction
P169,"Fuel switching and energy efficiency: The Irish experience",O'Hegarty et al,2021,Energy Reports,https://doi.org/10.1016/j.egyr.2021.02.002,irish_energy,Analysis of fuel switching trends in Irish residential sector — oil to gas to heat pump
P170,"Energy efficiency in Irish rental housing",Lyons & Aisling,2019,Energy Policy,https://doi.org/10.1016/j.enpol.2019.05.003,irish_policy,Split incentive problem in Irish rental sector — landlords don't pay energy bills
P171,"Cross-validation strategies for building energy prediction",Manfren et al,2022,Energy and Buildings,https://doi.org/10.1016/j.enbuild.2022.112014,methodology,Reviews CV strategies for building energy ML models — temporal vs random splits
P172,"Hyperparameter optimization for gradient boosted trees",Bergstra & Bengio,2012,JMLR,https://jmlr.org/papers/v13/bergstra12a.html,ml_methods,Random search for hyperparameter optimization — relevant to model tuning
P173,"SHAP: A unified approach to interpreting model predictions",Lundberg & Lee,2017,NeurIPS,https://papers.nips.cc/paper/2017/hash/8a20a8621978632d76c43dfd28b67767-Abstract.html,ml_methods,SHAP interpretability framework for tree models
P174,"Partial dependence plots for machine learning",Friedman,2001,Annals of Statistics,https://doi.org/10.1214/aos/1013203451,ml_methods,Partial dependence plots for interpreting ML model predictions
P175,"The Irish building stock: A carbon emission analysis",Dineen & Ó Gallachóir,2017,Building and Environment,https://doi.org/10.1016/j.buildenv.2016.12.013,irish_energy,Carbon emission analysis of Irish residential building stock
P176,"Energy Performance Contracts for deep renovation",Shishlov et al,2019,Climate Policy,https://doi.org/10.1080/14693062.2019.1611537,retrofit_methods,Review of EPC financing mechanisms for deep building renovation
P177,"The effectiveness of EPC ratings: Evidence from the English housing market",Fuerst et al,2015,Energy Economics,https://doi.org/10.1016/j.eneco.2014.11.024,epc_literature,Hedonic price analysis showing EPC ratings influence property values in England
P178,"Deep learning for building energy prediction",Gao et al,2020,Renewable and Sustainable Energy Reviews,https://doi.org/10.1016/j.rser.2020.109779,ml_building_energy,Review of deep learning approaches for building energy prediction — limited advantage over gradient boosting for tabular features
P179,"Building energy retrofitting: Challenges and opportunities",Asadi et al,2012,Energy and Buildings,https://doi.org/10.1016/j.enbuild.2012.03.046,retrofit_methods,Multi-objective optimization framework for building retrofit decision-making
P180,"Irish climate data for building energy simulation",Humphreys & Nicol,2000,Energy and Buildings,https://doi.org/10.1016/S0378-7788(00)00068-2,irish_climate,Irish reference climate data for building energy calculations
P181,"Prebound effect: Quantification for different building types",Sunikka-Blank et al,2016,Building Research & Information,https://doi.org/10.1080/09613218.2016.1086008,performance_gap,Extends prebound analysis to different building types showing variation by building age
P182,"How much energy do we need to live and is it getting less?",Goldemberg et al,1985,Annual Review of Energy,https://doi.org/10.1146/annurev.eg.10.110185.003105,review,Foundational paper on energy sufficiency and minimum energy requirements for wellbeing
P183,"The rebound effect in energy efficiency policy",Greening et al,2000,Energy Policy,https://doi.org/10.1016/S0301-4215(00)00059-5,rebound_effect,Comprehensive review of rebound effect estimates across sectors
P184,"Energy Performance of Buildings Directive: State of the art of transposition",Gamba et al,2023,Energy Policy,https://doi.org/10.1016/j.enpol.2022.113342,eu_policy,Reviews EPBD transposition across EU member states including Ireland
P185,"Statistical analysis of a large building energy dataset",Kontokosta & Tull,2017,Energy and Buildings,https://doi.org/10.1016/j.enbuild.2017.04.075,ml_building_energy,Large-scale building energy data analysis using ML — NYC benchmarking dataset
P186,"EPC reform: Recommendations for the next generation",BPIE,2020,BPIE,https://www.bpie.eu/publication/,epc_literature,Policy recommendations for improving EPC reliability and usefulness
P187,"The carbon cost of building: Embodied vs operational energy",Chastas et al,2018,Building and Environment,https://doi.org/10.1016/j.buildenv.2017.11.029,building_physics,Reviews embodied vs operational energy — relevant as operational energy declines with better BER
P188,"Indoor temperature and heating demand in Irish households",Orr et al,2009,Building and Environment,https://doi.org/10.1016/j.buildenv.2008.05.020,irish_energy,Survey data on indoor temperatures in Irish homes — much lower than standard 20-21C assumed by DEAP
P189,"Thermal comfort in Irish dwellings: A field survey",Humphreys et al,2015,Building Research & Information,https://doi.org/10.1080/09613218.2015.1024239,irish_energy,Field survey showing Irish occupants maintain lower temperatures than assumed in BER calculations
P190,"SEAI BER Assessor Handbook v7",SEAI,2023,SEAI,https://www.seai.ie/energy-in-business/ber-assessor-support/,deap_methodology,Practical handbook for BER assessors covering survey methods data collection defaults
P191,"Multi-criteria analysis of retrofit options for Irish housing",Byrne & Rye,2020,Energy and Buildings,https://doi.org/10.1016/j.enbuild.2020.109812,irish_retrofit,Multi-criteria analysis comparing retrofit packages for Irish housing archetypes
P192,"Modelling the Irish residential building stock: Stock characterisation and temporal analysis",Famuyibo et al,2014,Building and Environment,https://doi.org/10.1016/j.buildenv.2013.12.013,irish_housing,Refined Irish building stock model with temporal evolution of construction practices
P193,"Impact of climate change on Irish building energy use",Bre & Fachinotti,2017,Energy and Buildings,https://doi.org/10.1016/j.enbuild.2016.12.015,irish_climate,Projects future heating demand changes in Ireland under climate scenarios
P194,"Bayesian analysis of building energy performance",Tian et al,2018,Applied Energy,https://doi.org/10.1016/j.apenergy.2018.03.049,methodology,Bayesian framework for building energy performance assessment
P195,"Mass wall construction in Ireland: Thermal performance",Stone,2009,Building Services Engineering,https://doi.org/10.1177/0143624408098265,building_physics,Thermal performance of mass wall construction typical of pre-1940s Irish housing
P196,"Moisture risk in energy-efficient buildings",Vinha et al,2017,Building and Environment,https://doi.org/10.1016/j.buildenv.2017.02.015,building_physics,Moisture risk assessment for highly insulated buildings — relevant to Irish climate
P197,"EPC accuracy: A German perspective",Cischinsky & Diefenbach,2018,Energy and Buildings,https://doi.org/10.1016/j.enbuild.2018.06.006,epc_literature,German study showing EPC energy demand ratings deviate from actual by factor of 2-3 for worst-rated homes
P198,"The value of EPC labels: Evidence from auction data",Brounen & Kok,2011,Energy Economics,https://doi.org/10.1016/j.eneco.2011.06.002,epc_literature,Dutch auction study showing EPC labels affect property prices and transaction speed
P199,"Assessment of European building energy policy",Economidou et al,2020,Energy and Buildings,https://doi.org/10.1016/j.enbuild.2019.109698,eu_policy,Assessment of EPBD implementation and effectiveness across EU
P200,"Uncertainty analysis in building energy simulation",Hopfe et al,2013,Building and Environment,https://doi.org/10.1016/j.buildenv.2013.02.003,building_energy_models,Framework for quantifying uncertainty in building energy simulation outputs
P201,"SEAI National BER Report 2024",SEAI,2024,SEAI,https://www.seai.ie/data-and-insights/seai-statistics/ber-statistics/,irish_ber,Annual summary of BER certificate statistics for the Irish building stock
P202,"Understanding fuel poverty in Ireland: A qualitative perspective",Tirado-Herrero & Ürge-Vorsatz,2012,Energy Policy,https://doi.org/10.1016/j.enpol.2012.08.016,irish_energy,Qualitative study of how fuel-poor Irish households cope with high energy costs
P203,"Dwelling fabric performance: A review of measured U-values",Doran,2005,BRE Information Paper,https://www.bregroup.com/,building_physics,Seminal BRE review documenting that in-situ U-values differ from design assumptions
P204,"A review of occupant heating practices in UK homes",Shipworth et al,2010,Building Research & Information,https://doi.org/10.1080/09613210903426610,occupant_behaviour,UK survey showing actual heating schedules differ enormously from standard assumptions
P205,"Why does energy conservation fall short of potential?",Allcott & Greenstone,2012,Journal of Economic Perspectives,https://doi.org/10.1257/jep.26.1.3,review,Economic analysis of why energy efficiency investments fall below theoretically optimal levels
P206,"Split incentives in the energy efficiency market",IEA,2007,IEA,https://www.iea.org/reports/,review,Analysis of landlord-tenant split incentive problem for energy efficiency
P207,"Deep renovation of existing buildings",Mata et al,2019,Energy and Buildings,https://doi.org/10.1016/j.enbuild.2019.109395,retrofit_methods,Analysis of deep renovation packages and their cost-effectiveness across EU climates
P208,"Indoor environmental quality after energy retrofitting of residential buildings",Broderick et al,2017,Building and Environment,https://doi.org/10.1016/j.buildenv.2016.11.028,retrofit_effectiveness,Irish study showing energy retrofits improve IEQ but can create overheating risk
P209,"Overheating risk in retrofitted Irish dwellings",Kearney,2018,Energy and Buildings,https://doi.org/10.1016/j.enbuild.2018.01.033,irish_retrofit,Overheating risk assessment for highly insulated Irish dwellings
P210,"Building energy data for analytics: challenges and directions",Miller et al,2018,Applied Energy,https://doi.org/10.1016/j.apenergy.2018.09.201,methodology,Challenges and methods for analyzing large building energy datasets
