id,title,authors,year,type,domain,subcategory,method,key_finding,hypothesis_generated,relevance
89,"An Efficient Model-Based Approach on Learning Agile Motor Skills without RL","Model-based motor skills authors",2024,paper,locomotion,model_based,"World model with policy networks for sample-efficient locomotion","10x sample efficiency improvement over model-free RL; struggles with contact discontinuities","Model-based approaches as sample-efficient alternative when HDR evaluation budget is limited",3
90,"PACE: A systematic approach for sim-to-real transfer of legged robots","PACE SysID authors",2024,paper,sim_to_real,system_identification,"Data-driven SysID with evolutionary optimization for actuator modeling","Accurate actuator modeling through systematic identification improves sim-to-real transfer","Systematic SysID before HDR training reduces sim-to-real gap from the start",4
91,"Dynamics as Prompts: In-Context Learning for Sim-to-Real System Identifications","Dynamics prompts ICL SysID authors",2024,paper,sim_to_real,system_identification,"Transformer-based in-context learning for online system identification","Eliminates optimization loops for parameter estimation; accelerates SysID through learned inference","In-context SysID could enable real-time HDR adaptation during deployment",3
92,"Learning Terrain-Specialized Policies for Adaptive Locomotion in Challenging Environments","Terrain-specialized policies authors",2025,paper,locomotion,terrain,"Specialized policies for different terrain types with switching","Terrain-specific policies outperform generalist policies on challenging surfaces","Terrain-specialized policies as HDR design choice vs generalist single-policy approach",3
93,"An Overview on Principles for Energy Efficient Robot Locomotion","Energy efficiency principles authors",2018,review,locomotion,energy,"Review of energy efficiency principles for legged robot locomotion","CoT depends on gait selection terrain and speed; 7-21% savings through proper gait switching","Energy efficiency principles should inform HDR reward weight optimization",4
94,"Efficient learning of robust multigait quadruped locomotion for minimizing cost of transport","Multigait CoT minimization authors",2025,paper,locomotion,energy,"Multi-gait learning framework optimizing Cost of Transport","Robust multi-gait locomotion with minimized CoT through integrated gait optimization","Multi-gait CoT optimization as HDR objective function component",4
95,"Leveraging LLMs for reward function design in RL control tasks","LLM reward design authors",2025,paper,reinforcement_learning,reward_design,"LLM-based reward function generation for continuous control","LLMs can generate effective reward functions from task descriptions; iterative refinement improves quality","LLM reward generation as HDR initialization strategy; bootstrap with LLM then optimize",4
96,"RLBenchNet: The Right Network for the Right RL Task","RLBenchNet authors",2025,paper,reinforcement_learning,architecture,"Systematic benchmarking of network architectures across RL tasks","Architecture choice significantly impacts performance; no single architecture dominates all tasks","Network architecture should be treated as HDR design variable not fixed a priori",4
97,"A Gait Driven RL Framework for Humanoid Robots","Gait-driven humanoid RL authors",2025,paper,locomotion,humanoid,"Phase-guided RL with human-inspired gait patterns for humanoid locomotion","Phase variables encoding gait cycle improve learning stability and naturalness of humanoid walking","Phase-guided architectures as structured prior for HDR humanoid locomotion",4
98,"Achieving Precise and Reliable Locomotion with Differentiable Simulation-Based System Identification","Differentiable SysID locomotion authors",2025,paper,sim_to_real,system_identification,"Differentiable simulation for accurate system parameter identification","Precise locomotion through differentiable SysID-based calibration","Differentiable SysID can tighten DR ranges improving HDR training efficiency",4
99,"AcL: Action Learner for Fault-Tolerant Quadruped Locomotion Control","Fault-tolerant locomotion authors",2025,paper,locomotion,robustness,"Fault-tolerant locomotion handling actuator failures during deployment","Robust locomotion maintained despite individual motor failures through adaptive control","Fault tolerance as HDR evaluation criterion beyond nominal performance",3
100,"Hard Contacts with Soft Gradients: Refining Differentiable Simulators for Learning and Control","Hard contact soft gradient authors",2025,paper,physics_simulation,differentiable,"Smooth gradient approximation for hard contact simulation","Interior-point methods provide useful gradients while maintaining hard contact physics accuracy","Combining hard contact physics with smooth gradients enables gradient-based HDR policy optimization",3
101,"Advancements in humanoid robot dynamics and learning-based locomotion control methods","Humanoid dynamics review authors",2025,review,locomotion,humanoid,"Review of dynamics and learning-based control for humanoid robots","Traditional dynamics-based and modern learning-based methods each have distinct advantages; hybrid most promising","Hybrid model-based + learning approaches may yield best HDR outcomes for humanoid locomotion",4
102,"Large Behavior Models and Atlas Find New Footing (Boston Dynamics)","Boston Dynamics Atlas LBM authors",2025,paper,locomotion,humanoid,"Diffusion Transformer (450M params) combined with MPC for Atlas","Atlas combines MPC with 450M parameter diffusion transformer; 150M+ sim runs per maneuver","Large behavior models for locomotion represent extreme compute approach; not feasible for single-GPU HDR",3
103,"Learning Humanoid Control from Simulation to Real to Simulation (CMU)","Tairan He CMU thesis",2025,thesis,locomotion,humanoid,"Comprehensive humanoid control framework with sim-to-real-to-sim pipeline","Sim-to-real-to-sim cycle enables continuous improvement of humanoid locomotion policies","Iterative sim-real-sim loop is analogous to HDR iteration cycle; use real data to update simulation",4
104,"Embodied Co-Design for Rapidly Evolving Agents","Embodied co-design ECD authors",2024,paper,morphology,co_design,"Framework for joint evolution of morphology and control","Morphological innovation protection prevents fitness collapse when body changes","Co-design protection mechanism needed when HDR iterates on morphology parameters",4
105,"No More Blind Spots: Vision-Based Omnidirectional Bipedal Locomotion for Challenging Terrain","Vision bipedal locomotion authors",2025,paper,locomotion,vision,"Vision-based omnidirectional bipedal locomotion without blind spots","Full 360-degree visual coverage enables bipedal locomotion on challenging terrain without teacher-student","Full visual coverage removes need for teacher-student distillation in certain locomotion tasks",3
106,"MuJoCo Warp (MJWarp)","Google DeepMind and NVIDIA",2025,paper,physics_simulation,engine,"GPU-optimized MuJoCo using NVIDIA Warp for massive speedup","252x faster than MJX for locomotion; 475x for manipulation on RTX PRO 6000 Blackwell","MJWarp is the recommended backend for HDR on NVIDIA hardware; dramatic speedup enables more iterations",5
107,"Newton 1.0 Physics Engine","NVIDIA Google DeepMind Disney Research",2026,paper,physics_simulation,engine,"Production-ready physics engine under Linux Foundation with MuJoCo Warp and Kamino solvers","Production-grade simulation for dexterous manipulation and locomotion; open-source multi-solver architecture","Newton 1.0 may become the standard HDR simulation platform; monitor development",4
108,"Quadruped Robot Locomotion Based on Deep Learning Rules","Quadruped DL locomotion authors",2025,paper,locomotion,quadruped,"Deep learning-based locomotion for quadruped robots in complex environments","DRL-based quadruped locomotion demonstrates practical deployment capability","Confirms DRL is production-ready for quadruped locomotion; HDR can optimize beyond baseline",3
109,"Hierarchical RL with CPG for enabling quadruped robot simulator to walk on terrains","Hierarchical CPG quadruped authors",2025,paper,locomotion,cpg,"Hierarchical RL with CPG for multi-terrain quadruped locomotion","CPG integration with hierarchical RL enables robust multi-terrain walking","Hierarchical CPG-RL architecture as HDR design choice for structured locomotion",3
110,"KiVi: Kinesthetic-Visuospatial Integration for Dynamic and Safe Egocentric Legged Locomotion","KiVi locomotion authors",2025,paper,locomotion,vision,"Kinesthetic and visuospatial integration for safe egocentric locomotion","Multi-rate sensing architecture: fast proprioceptive reflexes + slow visual planning","Multi-rate observation processing as HDR architectural design variable",3
