id,title,authors,year,type,domain,subcategory,method,key_finding,hypothesis_generated,relevance
141,Provably efficient maximum entropy exploration,"Hazan, E.; Kakade, S.; Singh, K.; Van Soest, A.",2019,paper,ml_tools,maxent_exploration,theory,"Provably efficient exploration","Exploration theory reference",2
142,Exploration by Random Network Distillation,"Burda, Y.; Edwards, H.; Storkey, A.; Klimov, O.",2018,preprint,ml_tools,rnd,learning,"RND intrinsic motivation","Exploration reference",2
143,Diversity is All You Need,"Eysenbach, B.; Gupta, A.; Ibarz, J.; Levine, S.",2018,preprint,ml_tools,diayn,learning,"Diversity-driven exploration","Exploration reference",2
144,Never Give Up: Learning Directed Exploration Strategies,"Badia, A.P.; et al.",2020,preprint,ml_tools,never_give_up,learning,"Episodic memory exploration","Exploration reference",2
145,Synthesis of Logical Clifford Operators via Symplectic Matrices,"Rengaswamy, N.; Calderbank, R.; et al.",2019,paper,fundamentals,clifford_synthesis,analytic,"arXiv:1803.06987 — explicit synthesis","Transversal-gate identification method",3
146,On Groups in the Qubit Clifford Hierarchy,"Anderson, J.T.",2024,paper,fundamentals,clifford_hierarchy,analytic,"Quantum 8, 1370","Clifford-group classification reference",3
147,A Classification of Transversal Clifford Gates for Qubit Stabilizer Codes,"Authors (ResearchGate 393684565)",2025,preprint,qldpc,transversal_classification,analytic,"Comprehensive transversal Clifford classification","Transversal-gate reference",3
148,Classification of topologically protected gates,"Bravyi, S.; König, R.",2013,paper,fundamentals,bravyi_konig,analytic,"2D topological codes limited to Clifford transversally","Lower bound for 2D",3
149,Fault-tolerant logical gates in quantum error-correcting codes (dimension limits),"Pastawski, F.; Yoshida, B.",2015,paper,fundamentals,pastawski_yoshida,analytic,"Dimension-dependent transversal gate limits","Dimension-bound reference",3
150,Quantum LDPC codes (PRX Quantum survey),"Breuckmann, N.P.; Eberhardt, J.N.",2021,review,qldpc,breuckmann_review,review,"qLDPC overview — PRX Quantum","qLDPC survey reference",4
151,Graphical description of the action of local Clifford transformations on graph states,"van den Nest, M.; Dehaene, J.; De Moor, B.",2004,paper,fundamentals,graph_state_lc,analytic,"Local-Clifford orbits of graph states; PRA","Basis for equivalence algorithm",4
152,Quantum error correction via codes over GF(4),"Calderbank, A.R.; Rains, E.M.; Shor, P.W.; Sloane, N.J.A.",1998,paper,fundamentals,gf4_codes,analytic,"IEEE TIT — GF(4) stabilizer code representation","Alternative equivalence framework",3
153,Efficient algorithms for maximum likelihood decoding...,"Bravyi, S.; Suchara, M.; Vargo, A.",2014,paper,decoder,ml_decoding_small,analytic,"Small-code ML decoding bounds","Small-code benchmarking",2
154,Graph isomorphism, colour refinement, and bounded-degree,"Babai, L.",2016,preprint,ml_tools,graph_isom_qpt,theory,"Quasi-polynomial-time graph isomorphism","Complexity context for equivalence check",2
155,nauty and Traces graph automorphism software,"McKay, B.D.; Piperno, A.",2014,software,tool,nauty,tool,"Graph canonicalisation tool","Equivalence-check back-end",3
156,bliss graph automorphism,"Junttila, T.; Kaski, P.",2011,software,tool,bliss,tool,"Alt graph-automorphism tool","Equivalence-check alt",3
157,Benchmarking and Analysis of Quantum Error Correction Codes,"Authors (JSR hs path 5127)",2025,paper,methodology,qec_benchmarking,review,"8-parameter QECC benchmarking methodology","Benchmarking methodology",3
158,"Magic Mirror on the Wall, How to Benchmark QEC Codes","Authors (2402.11105)",2024,preprint,methodology,magic_mirror_benchmark,review,"Benchmarking methodology review","Benchmarking methodology reference",4
159,Benchmarking Machine Learning Models for QEC,"Authors (2311.11167)",2024,preprint,methodology,ml_benchmark_qec,review,"Decoder ML benchmarking methodology","Decoder benchmarking reference",3
160,Quantum approximate multi-objective optimization,"Authors (Nat. Comp. Sci. s43588-025-00873-y)",2025,paper,ml_tools,quantum_multiobj,analytic,"QAOA multi-objective; Pareto front","Pareto-method reference",3
161,Improving Quantum Multi-Objective Optimization with Archiving and Substitution,"Authors (2602.10952)",2026,preprint,ml_tools,pareto_archive,analytic,"Pareto archive and dominated substitution","Pareto-archive technique",3
162,NSGA-II multi-objective evolutionary algorithm,"Deb, K.; Pratap, A.; Agarwal, S.; Meyarivan, T.",2002,paper,ml_tools,nsga2,analytic,"Non-dominated sorting GA","Standard Pareto technique",3
163,MOEA/D: multiobjective evolutionary algorithm based on decomposition,"Zhang, Q.; Li, H.",2007,paper,ml_tools,moea_d,analytic,"Decomposition-based MOEA","Alt Pareto technique",2
164,Attention Is All You Need (Transformer),"Vaswani, A.; et al.",2017,paper,ml_tools,transformer,learning,"Foundational transformer paper","Policy-network architecture option",3
165,Graph neural networks overview,"Battaglia, P.W.; et al.",2018,review,ml_tools,gnn_overview,review,"GNN review","Policy-network architecture option",3
166,A Joint Code and BP Decoder Design for qLDPC,"Authors (2401.06874)",2024,preprint,qldpc,code_decoder_codesign,analytic,"qLDPC + BP co-design avoiding short-4 cycles","Co-design precedent",3
167,Scaling automated QEC discovery — ICML listing,"Authors (ICML 2024 36798)",2024,paper,ml_discovery,icml_scaling,learning,"ICML listing of scaling RL QEC discovery","Publication-venue precedent",3
168,Discovering Quantum Error Correcting Codes with Deep RL (ML4PS),"Authors (NeurIPS ML4PS 2023 paper 83)",2023,paper,ml_discovery,ml4ps_early,learning,"Workshop paper — early RL QEC","Workshop-level early RL",2
169,Noise tomography via syndrome extraction,"Authors",2024,preprint,characterization,syndrome_tomography,analysis,"Noise-model inference from syndromes","Calibration reference",2
170,Bayesian inference of general noise-model parameters from syndrome statistics,"Authors (2406.08981)",2024,preprint,characterization,bayesian_syndrome,inference,"TN+MCMC syndrome-based noise inference","Noise-model inference context",3
171,Adaptive Estimation of Drifting Noise in QEC,"Authors (2511.09491)",2025,preprint,characterization,drift_adaptation,analysis,"Drift estimator with spectral analysis","Drift reference",2
172,Estimating detector error models from syndrome data,"Authors (2504.14643)",2025,preprint,characterization,dem_inference,inference,"Syndrome-based DEM estimation","DEM inference",2
173,Fault-tolerant code switching Steane↔Reed-Muller,"Quantinuum / UC Davis",2025,preprint,experiment,code_switching_exp,experiment,"Experimental code switch; T infidelity 5e-4","Code-switching context for universality",3
174,Experimental demonstration of logical magic state distillation,"Authors (2412.15165)",2024,preprint,experiment,magic_state_exp,experiment,"NA/ion magic-state distillation","Experimental magic-state context",2
175,Benchmarking logical 3-qubit QFT in [[7,1,3]] on H2,"Authors (2404.08616)",2024,paper,experiment,h2_qft,experiment,"3-qubit QFT Steane on H2","Small-code experimental context",3
176,Quantum-error-corrected computation of molecular energies,"Authors (2505.09133)",2025,preprint,experiment,logical_chemistry,experiment,"Logical chemistry on ion trap","Context for logical algorithms",2
177,The XZZX surface code,"Bonilla Ataides, J.P.; Tuckett, D.K.; Bartlett, S.D.; Flammia, S.T.; Brown, B.J.",2021,paper,biased_noise,xzzx,simulation,">5% threshold biased noise; Nat. Commun.","Bias-tailored code reference",3
178,Romanesco codes: Bias-tailored qLDPC from fractal codes,"Authors (2506.00130)",2025,preprint,biased_noise,romanesco,construction,"Biased-noise qLDPC fractal","Bias-tailored qLDPC reference",3
179,Tailored XZZX codes for biased noise,"Darmawan, A.S.; Brown, B.J.; Grimsmo, A.L.; Tuckett, D.K.; Puri, S.",2021,paper,biased_noise,tailored_xzzx,simulation,"XZZX opt dephasing dominance","XZZX variant reference",3
180,Performance of XZZX under realistic circuit noise,"Higgott, O.; Bohdanowicz, T.C.; Kubica, A.; Flammia, S.T.; Campbell, E.T.",2023,paper,biased_noise,xzzx_circuit,simulation,"XZZX circuit noise benchmarks; PRX Quantum","XZZX circuit benchmark",3
181,Bias-preserving gates with stabilized cat qubits,"Puri, S.; et al.",2020,paper,biased_noise,cat_bias_preserving,hardware,"Bias-preserving CX; Sci. Adv.","Cat-qubit biased-noise context",3
182,X3Z3 Floquet codes (biased noise),"Authors (npj QI 2025)",2025,paper,biased_noise,x3z3_floquet,construction,"Floquet codes tailored to biased noise","Alt Floquet bias reference",2
183,Dynamically Generated Logical Qubits (honeycomb),"Hastings, M.B.; Haah, J.",2021,paper,floquet,honeycomb,analytic,"Honeycomb Floquet; Quantum 5, 564","Floquet code reference",3
184,Planar Floquet Codes,"Haah, J.; Hastings, M.B.",2022,preprint,floquet,planar_floquet,analytic,"Planar Floquet boundaries","Floquet reference",2
185,Subsystem codes and Bacon-Shor,"Bacon, D.",2006,paper,fundamentals,bacon_shor,analytic,"Subsystem codes — Bacon-Shor family","Subsystem class reference",3
186,CSS-T codes and distillation,"Vuillot, C.; Lao, L.; Criger, B.; et al.",2019,paper,magic_state,css_t,analytic,"CSS-T subfamily transversal T","CSS-T reference",3
187,Transversal diagonal gates from code automorphisms,"Webster, M.; Bartlett, S.D.; Brown, B.J.",2022,paper,qldpc,transversal_diagonal,analytic,"Diagonal/phase gate transversality","Diagonal gate reference (VERIFY exact title)",3
188,Classification of Transversal Clifford Gates for Qubit Stabilizer Codes,"Grassl, M.; Roetteler, M.",2013,preprint,fundamentals,grassl_roetteler,analytic,"Earlier transversal Clifford classification","Early classification",2
189,Quantum LDPC codes: hardware implementation challenges,"Authors",2025,review,qldpc,qldpc_hw_review,review,"Hardware constraint review for qLDPC","Hardware context",3
190,Single-shot decoding of good qLDPC codes,"Authors (Comm. Math. Phys.)",2024,paper,decoder,single_shot_qldpc,analytic,"Single-shot decoders for good qLDPC","Single-shot decoder reference",2
191,High-rate qLDPC for long-range NA registers,"Authors (Nat. Commun.)",2025,paper,qldpc,high_rate_qldpc_na,architecture,"qLDPC on long-range NA","NA qLDPC arch reference",3
192,Hyperbolic surface codes (Breuckmann-Terhal),"Breuckmann, N.P.; Terhal, B.M.",2016,paper,qldpc,hyperbolic_surface,analytic,"Hyperbolic tiling qLDPC","qLDPC precursor",3
193,Fault-tolerant hyperbolic Floquet codes,"Fahimniya, A.; Dua, A.; Magnifico, G.; Jochym-O'Connor, T.; Kubica, A.",2023,paper,floquet,hyperbolic_floquet,analytic,"Hyperbolic Floquet — [[400,52,8]]","Reference",2
194,"A compact neutral-atom FT quantum computer based on new quantum codes","Authors (Nature Phys. s41567-024-02480-6)",2024,paper,qldpc,compact_na_codes,analytic,"Compact NA FT with new qLDPC codes","NA qLDPC reference",3
195,Matching-vector qLDPC families,"Authors",2021,paper,qldpc,matching_vector,analytic,"Alternative qLDPC family","Code zoo expansion",2
196,Quantum MacWilliams identities,"Shor, P.W.; Laflamme, R.",1997,paper,fundamentals,weight_enumerator,analytic,"Quantum weight enumerators","Finite-length code analysis tool",2
197,Foliated QEC codes,"Bolt, A.; Duclos-Cianci, G.; Poulin, D.; Stace, T.M.",2016,paper,mbqc,foliated,analytic,"MBQC from stabilizer codes","MBQC bridge",2
198,Rotated surface code planar lattice,"Bombin, H.; Martin-Delgado, M.A.",2007,paper,surface_code,rotated_surface,analytic,"Rotated surface code","Surface code variant",3
199,Topological color codes,"Bombin, H.; Martin-Delgado, M.A.",2006,paper,color_code,color_foundation,analytic,"Color code — transversal Clifford","Color code reference",3
200,Sparse blossom: correcting a million errors per core second,"Higgott, O.; Gidney, C.",2023,preprint,decoder,sparse_blossom,algorithm,"PyMatching v2 engine; arXiv:2303.15933","MWPM speed reference",4
201,Quantum error correction Zoo — QLDPC list,"Albert, V.V.; et al.",2024,software,reference,qldpc_list,reference,"ECZoo QLDPC navigation","Navigation aid",3
202,Surface code architectures with long-range couplers,"Authors",2024,preprint,architecture,long_range_surface,analytic,"Long-range SC architectures","Architecture reference",2
203,FT quantum computation with long-range gates,"Authors",2024,preprint,architecture,ft_long_range_gates,analytic,"Long-range gates enabling qLDPC","Long-range architecture",2
204,Scalable quantum error correction tailored for heavy-hex qubit array,"Lee, S.-H.; Kolesnikow, X.C.; et al.",2026,preprint,surface_code,heavy_hex_qec,architecture,"arXiv:2604.14296 — d=5 compass code","Heavy-hex QEC context",2
205,Automorphism gates in bivariate bicycle codes,"Authors",2025,preprint,qldpc,bb_automorphism_gates,analytic,"Automorphism-based gates for BB","BB gate construction",4
206,Bivariate bicycle: automorphism group and logical operators,"Authors",2025,preprint,qldpc,bb_aut_logicals,analytic,"Logical-operator construction for BB","BB logical gate implementation",4
207,Addressable qLDPC logical operations,"Authors",2024,preprint,qldpc,addressable_ops,analytic,"Logical ops on qLDPC via lattice-surgery analogue","qLDPC gate reference",3
208,Quantum error correction with the toric Kitaev code,"Kitaev, A.",2003,paper,fundamentals,toric_code,analytic,"Ann. Phys. 303 — toric code","Foundational",4
209,Quantum expander codes (explicit),"Leverrier, A.; Tillich, J.-P.; Zemor, G.",2015,paper,qldpc,expander_explicit,analytic,"Early good-parameter expander-based qLDPC","qLDPC precursor",3
210,"Understanding quantum error correction: a pedagogical review","Brun, T.A.",2019,review,fundamentals,pedagogical_review,review,"arXiv:1910.03672","Teaching-level reference",3
211,Neural-network decoder for large-scale surface code with circuit noise,"Overwater, R.W.J.; Babaie, M.; Sebastiano, F.",2022,paper,ml_decoder,cryogenic_nn,learning,"NN decoder for cryogenic CMOS","Hardware NN decoder",2
212,Scalable neural decoder for topological codes,"Gicev, S.; Hollenberg, L.C.L.; Usman, M.",2023,paper,ml_decoder,scalable_nn,learning,"CNN-transformer scalable","NN decoder reference",2
213,Learning to decode surface code with recurrent transformer NN,"Bausch, J.; et al.",2023,preprint,ml_decoder,alphaqubit_preprint,learning,"AlphaQubit preprint","Early AlphaQubit reference",2
214,Performance enhancement of surface codes via recursive MWPM,"Authors",2023,paper,decoder,recursive_mwpm,algorithm,"Recursive MWPM","Decoder enhancement",2
215,Tilings of hyperbolic surfaces and codes,"Breuckmann, N.P.; Terhal, B.M.",2016,paper,qldpc,hyperbolic_tilings,analytic,"Hyperbolic qLDPC predecessor","qLDPC precursor",2
216,Concatenated steane-CSS fault-tolerance,"Aliferis, P.; Gottesman, D.; Preskill, J.",2006,paper,fundamentals,concat_steane,analytic,"Concatenation thresholds","Concatenation reference",2
217,Constant-overhead qLDPC routing,"Cross, A.; et al.",2024,preprint,qldpc,const_overhead_routing,analytic,"qLDPC constant-overhead analysis","Overhead context",3
218,Magic state injection with erasure qubits,"Authors (2504.02935)",2025,preprint,magic_state,erasure_magic_state,analytic,"Erasure-aware magic-state injection","Magic-state erasure context",2
219,Unfolded distillation (biased noise),"Authors",2026,paper,magic_state,unfolded_biased,simulation,"npj QI — biased-noise distillation","Magic-state biased reference",2
220,Bias-preserving Kerr-cat benchmark,"Authors (2411.04442)",2024,paper,biased_noise,kerr_cat_bench,experiment,"PNAS Kerr-cat bench","Cat-qubit benchmark",2
221,Noise-aware decoder improvements,"Authors (2502.21044)",2025,preprint,decoder,noise_aware_decoder,algorithm,"Noise-model-informed decoding","Adaptive decoder reference",2
222,Surface code beyond Pauli channels,"Authors (2412.21055)",2024,preprint,coherent_noise,beyond_pauli_surface,simulation,"Error field double phenomenology","Non-Pauli context",2
223,Iterative lattice reweighting for MWPM,"Authors (2509.06756)",2025,preprint,decoder,iterative_reweight,algorithm,"Reweighted MWPM","Decoder improvement",2
224,FPGA-distributed union-find decoder,"Authors (2406.08491)",2024,preprint,decoder,fpga_uf,hardware,"FPGA UF","Hardware decoder",2
225,Riverlane Local Clustering Decoder hardware paper,"Riverlane authors",2025,paper,decoder,riverlane_lcd,hardware,"FPGA local-cluster decoder; Nat. Commun.","Hardware decoder reference",3
226,Sinter tutorial notebook,"Gidney, C.",2022,software,driver,sinter_tutorial,tool,"Sinter tutorial","Workflow reference",2
227,CUDA-QX extensions,"NVIDIA",2025,software,simulator,cuda_qx,tool,"CUDA-QX extensions to CUDA-Q QEC","GPU QEC stack extension",3
228,Demonstrating real-time low-latency QEC with superconducting qubits,"Authors (2410.05202)",2024,preprint,experiment,real_time_qec,experiment,"Real-time stream demo","Real-time context",2
229,Memories: practical decoders for surface code on IBM,"Authors",2024,preprint,experiment,ibm_surface,experiment,"IBM-device decoder eval","Cross-platform decoder",2
230,Foliated XZZX / cluster XZZX,"Authors",2023,paper,biased_noise,foliated_xzzx,simulation,"XZZX cluster states npj QI","MBQC XZZX",2
231,Discovering Quantum Error Correcting Codes with Deep RL (ML4PS 2023),"Authors",2023,paper,ml_discovery,ml4ps_discovery,learning,"ML4PS 2023 workshop paper","Workshop early RL reference",2
232,Tuckett biased-noise surface code threshold scaling,"Tuckett, D.K.; Bartlett, S.D.; Flammia, S.T.",2018,paper,biased_noise,tuckett_2018,simulation,"Biased-noise surface code threshold scaling","XZZX precursor",2
233,Neural decoders for universal quantum algorithms,"Authors (2509.11370)",2025,preprint,ml_decoder,nn_universal,learning,"NN for logical algorithms","NN decoder extended",2
234,Interpretability of neural network decoders,"Bödeker, N.; et al.",2025,paper,ml_decoder,nn_interp,learning,"Adv. Quant. Tech. — decoder interpretability","Interp reference",2
235,Machine Learning Decoding of Circuit-Level Noise for BB Codes,"Authors (2504.13043)",2025,preprint,ml_decoder,ml_bb_decoder,learning,"NN decoder specialised to BB","BB decoder reference",3
236,Resource-efficient decoding of color codes via NN-guided UF,"Authors (App. Sci.)",2025,paper,decoder,nn_uf_color,hybrid,"Hybrid NN+UF for color codes","Hybrid decoder example",2
237,SAQ: Stabilizer-Aware QEC Decoder,"Authors (2512.08914)",2025,preprint,decoder,stab_aware_decoder,algorithm,"Stabilizer-aware decoder","Decoder reference",1
238,Optimal adaptation of surface-code decoders to local noise,"Authors (2403.08706)",2024,preprint,decoder,optimal_adaptation,analysis,"Adaptive decoder gain quantification","Adaptive decoder reference",2
239,Transient drift detection in surface code,"Authors (2603.00837)",2026,preprint,characterization,drift_detection,analysis,"ReloQate drift detection","Drift reference",2
240,QEC Zoo — surface code entry,"Albert, V.V.; et al.",2024,software,reference,ecc_zoo_surface,reference,"Surface code variants","Navigation",2
241,Stellarator project — unrelated [DO NOT USE],"Irrelevant",2024,preprint,irrelevant,irrelevant,irrelevant,"Placeholder — do not use","None; excluded",0
242,Neural quantum decoder baseline MARKED VERIFY,"Authors VERIFY",2024,preprint,ml_decoder,verify_entry,learning,"VERIFY: unconfirmed baseline NN decoder","Placeholder",1
243,Hutter Friis universal FT-code compilation VERIFY,"Hutter, A.; Friis, N. VERIFY",2023,preprint,compilation,hutter_friis_compile,analytic,"VERIFY exact citation details","Placeholder",1
244,Gottesman-Knill theorem classical simulation of Clifford,"Gottesman, D.",1998,paper,fundamentals,gottesman_knill,analytic,"quant-ph/9807006 — Clifford-circuit classical simulation","Stabilizer-sim complexity foundation",4
245,BPOSD algorithm for quantum LDPC,"Panteleev, P.; Kalachev, G.",2021,paper,decoder,bposd_algorithm,simulation,"BP+OSD introduction; Quantum 5","Decoder foundation",5
246,Calderbank-Shor-Steane CSS codes,"Calderbank, A.R.; Shor, P.W.",1996,paper,fundamentals,css_original,analytic,"Original CSS construction","CSS foundation",3
247,Steane 7-qubit code,"Steane, A.M.",1996,paper,fundamentals,steane_code,analytic,"[[7,1,3]] Steane code — transversal Clifford","Small reference code",3
248,Shor 9-qubit code,"Shor, P.W.",1995,paper,fundamentals,shor_9_qubit,analytic,"Original 9-qubit QEC code","Historical baseline",2
249,Reed-Muller [[15,1,3]] code,"Reed, I.S.; Muller, D.E. (classical); Steane 1998 (quantum)",1954,paper,fundamentals,reed_muller,analytic,"Transversal T via Reed-Muller","Magic-state reference code",3
250,Perfect [[5,1,3]] code,"Laflamme, R.; Miquel, C.; Paz, J.P.; Zurek, W.H.",1996,paper,fundamentals,perfect_5qubit,analytic,"Smallest non-trivial QEC code","Historical baseline",3
251,Quantum codes with transversal gates — ECC Zoo list,"Albert, V.V.; et al.",2024,software,reference,eczoo_transversal,reference,"List of quantum codes with transversal gates","Reference set navigation",3
252,Qubit QLDPC code — ECC Zoo root,"Albert, V.V.; et al.",2024,software,reference,eczoo_qldpc,reference,"qLDPC ECC Zoo root","Navigation",3
253,Logical multi-qubit entanglement with dual-rail SC,"Authors",2026,paper,experiment,dual_rail_multi,experiment,"Nat. Phys. — multi-qubit dual-rail","Dual-rail scaling",2
254,"Reinforcement Learning for Combinatorial Optimization: Survey","Mazyavkina, N.; et al.",2021,review,ml_tools,rl_combi_survey,review,"RL for combinatorial optimization","Methodology reference",3
255,"On the 37 Implementation Details of PPO","Huang, S.; et al.",2022,review,ml_tools,ppo_details,review,"ICLR Blog Track — PPO practical details","PPO implementation reference",3
256,JAX: composable transformations of Python+NumPy programs,"Bradbury, J.; Frostig, R.; Hawkins, P.; Johnson, M.J.; Leary, C.; Maclaurin, D.; Necula, G.; Paszke, A.; VanderPlas, J.; Wanderman-Milne, S.; Zhang, Q.",2018,software,ml_tools,jax,tool,"JAX autograd+XLA","qdx/training implementation base",4
257,RLlib distributed actor-learner architecture,"Liang, E.; et al.",2018,paper,ml_tools,rllib,tool,"Scalable RL infrastructure","Distributed RL reference",3
258,ACME: a research framework for distributed RL,"Hoffman, M.W.; et al.",2020,preprint,ml_tools,acme,tool,"DeepMind ACME framework","Distributed RL alt",2
259,Fault-tolerant quantum computation by anyons (Kitaev original 1997 preprint),"Kitaev, A.",1997,preprint,fundamentals,kitaev_1997,analytic,"Early topological FT proof; quant-ph/9705032","Historical anchor",2
260,Threshold theorem concatenated codes,"Aharonov, D.; Ben-Or, M.",1997,paper,fundamentals,aharonov_benor,analytic,"Threshold theorem","Historical foundation",3
